age,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
33,-0.00111721,-0.00108623,-0.00107637,-0.00098169,-0.0009323900000000001,-0.0008742499999999999,-0.0008483399999999999,-0.0008409299999999999,-0.00086806,-0.00085739,-0.0008680799999999999,-0.00084197,-0.00082,-0.00079374,-0.00079126,-0.0008436,-0.00090259,-0.00097934,-0.0010419099999999998,-0.00106361,-0.00109704,-0.0011288000000000001,-0.00114981,-0.00107149,-0.00095859,-0.00084268,-0.0007753100000000001,-0.00072692,-0.00066883,-0.00060828,-0.00057472,-0.00056225,-0.00056597,-0.00054555,-0.00053545,-0.0005231,-0.00052954,-0.0005195600000000001,-0.00049853,-0.0004758,-0.0004509,-0.00044458999999999997,-0.00043734,-0.00043455,-0.0004387,-0.00042894,-0.00042804,-0.00042631,-0.00042487000000000004,-0.00043853999999999996
34,-0.00114945,-0.0011527400000000002,-0.00115898,-0.00114032,-0.00106546,-0.00100424,-0.00093291,-0.00088636,-0.00087223,-0.0008978,-0.00093058,-0.00093041,-0.0008992599999999999,-0.00086943,-0.00084135,-0.00086964,-0.0009205400000000001,-0.00099207,-0.00105003,-0.00106511,-0.00108998,-0.0011359,-0.0011711,-0.00110561,-0.00098439,-0.0008551499999999999,-0.00079542,-0.00076822,-0.00071509,-0.00065462,-0.00061003,-0.00059935,-0.00059766,-0.00057377,-0.0005611500000000001,-0.00055136,-0.00055143,-0.00054523,-0.0005306,-0.00051877,-0.0004988600000000001,-0.00048429,-0.00047582999999999995,-0.00046263,-0.00045788000000000003,-0.0004527,-0.00045662000000000003,-0.00045538,-0.00045861000000000003,-0.00047142
35,-0.00119454,-0.00120028,-0.00123149,-0.0012418899999999998,-0.0012053799999999998,-0.00114272,-0.00105376,-0.00096176,-0.0009241700000000001,-0.00092369,-0.0009583199999999999,-0.0009762,-0.00097965,-0.00094823,-0.00093032,-0.00091556,-0.00095182,-0.00099125,-0.00106599,-0.00107209,-0.00109847,-0.00113335,-0.00116986,-0.0011212899999999998,-0.0010055300000000001,-0.0008964299999999999,-0.00082757,-0.00080818,-0.00075525,-0.0006972,-0.00065269,-0.00063575,-0.00063851,-0.00061699,-0.0005969100000000001,-0.0005851399999999999,-0.00058065,-0.00056601,-0.00055364,-0.0005428,-0.00054071,-0.0005268,-0.00052117,-0.00050095,-0.00049329,-0.0004773,-0.00048636,-0.00048122999999999997,-0.0004908,-0.00049618
36,-0.00126846,-0.00125712,-0.00128772,-0.00133022,-0.00130774,-0.00128377,-0.001195,-0.0010869200000000001,-0.00103272,-0.0009960400000000001,-0.00098082,-0.00101197,-0.0010490299999999998,-0.0010542,-0.00102284,-0.00099049,-0.00099826,-0.0010079899999999998,-0.00108215,-0.0010927999999999999,-0.00112233,-0.00115948,-0.00119294,-0.00115456,-0.00104755,-0.0009376600000000001,-0.00087744,-0.0008484699999999999,-0.00080095,-0.00075617,-0.0007126799999999999,-0.0006959199999999999,-0.00068305,-0.00066534,-0.00064169,-0.0006219099999999999,-0.00060876,-0.00059278,-0.00058451,-0.00058548,-0.0005949999999999999,-0.0005758600000000001,-0.0005646099999999999,-0.00053721,-0.00053147,-0.0005112799999999999,-0.00052542,-0.00052677,-0.00052606,-0.00052869
37,-0.0014114899999999998,-0.00135497,-0.0013430599999999999,-0.00137974,-0.00138763,-0.00137216,-0.0013675299999999998,-0.00124959,-0.00119123,-0.00110219,-0.00105769,-0.0010503,-0.00110102,-0.00114052,-0.0011303399999999999,-0.00107707,-0.0010827599999999999,-0.00106678,-0.00112349,-0.00112235,-0.00115335,-0.00118461,-0.00119911,-0.0011581,-0.001078,-0.00099315,-0.00094212,-0.0009037800000000001,-0.00084141,-0.0008067100000000001,-0.00077662,-0.00076386,-0.00074111,-0.00072092,-0.00069881,-0.0006767499999999999,-0.00064355,-0.00061903,-0.00061209,-0.0006173800000000001,-0.00063822,-0.00062634,-0.00061487,-0.00058494,-0.00058251,-0.00056087,-0.0005661199999999999,-0.00057135,-0.0005766,-0.0005833899999999999
38,-0.0015740700000000001,-0.00150999,-0.00145665,-0.0014357200000000001,-0.0014508000000000001,-0.00145989,-0.0014846299999999998,-0.0014270099999999998,-0.00135509,-0.00126203,-0.00118987,-0.00117013,-0.00114756,-0.00118829,-0.00121115,-0.0011968399999999998,-0.00118699,-0.00117065,-0.0011937500000000001,-0.0011736899999999998,-0.00119313,-0.00123019,-0.00124129,-0.001189,-0.00112454,-0.00105023,-0.0010184200000000001,-0.0009655,-0.0009040399999999999,-0.00085722,-0.0008355900000000001,-0.00083402,-0.00080681,-0.0007796,-0.00075351,-0.0007275000000000001,-0.00070022,-0.0006694600000000001,-0.0006643,-0.00067008,-0.0006777900000000001,-0.0006789,-0.00067312,-0.00065379,-0.0006488399999999999,-0.00062566,-0.0006219,-0.00062419,-0.00062232,-0.0006393400000000001
39,-0.00176399,-0.00169821,-0.0016375299999999999,-0.0015577000000000002,-0.00151025,-0.0015365200000000002,-0.00160726,-0.0015998000000000002,-0.00157353,-0.00144967,-0.00137503,-0.00132912,-0.00126319,-0.0012546900000000001,-0.0012795,-0.00131799,-0.00132785,-0.00129313,-0.00128144,-0.00122827,-0.0012361100000000001,-0.0012692,-0.00129118,-0.00124462,-0.0011913,-0.00112652,-0.00109656,-0.00104544,-0.0009826,-0.00093139,-0.00090625,-0.0008984100000000001,-0.00088461,-0.0008504399999999999,-0.00082672,-0.0008002899999999999,-0.00077343,-0.00074534,-0.00071842,-0.0007178099999999999,-0.00071916,-0.00072366,-0.00072745,-0.0007183399999999999,-0.00071136,-0.00068959,-0.00068553,-0.0006849699999999999,-0.00068092,-0.0007027
40,-0.00196155,-0.0018888499999999999,-0.0018395500000000001,-0.00178263,-0.0016898899999999999,-0.00164705,-0.00171387,-0.0017291399999999999,-0.0017388999999999998,-0.00167676,-0.00160294,-0.0015335799999999999,-0.00141688,-0.0013732500000000001,-0.00134087,-0.0013869899999999998,-0.0014333100000000001,-0.0014347000000000001,-0.0013951,-0.00133822,-0.0013089999999999998,-0.00132481,-0.00132341,-0.0012947100000000001,-0.00125542,-0.0012097899999999999,-0.0011635,-0.00112239,-0.00106138,-0.0010125,-0.00098349,-0.00097426,-0.00096267,-0.00093896,-0.00090297,-0.00088055,-0.0008413,-0.00082299,-0.00079864,-0.00078964,-0.00077482,-0.00077527,-0.0007805900000000001,-0.00079186,-0.00078752,-0.0007752,-0.00076005,-0.00076384,-0.00076116,-0.00078534
41,-0.00220178,-0.0021247799999999997,-0.0020658599999999997,-0.00203024,-0.0019295199999999999,-0.0018307,-0.0018025500000000002,-0.00180567,-0.00187262,-0.00186036,-0.00184103,-0.0017343200000000001,-0.0016273,-0.0015588800000000001,-0.0015055700000000001,-0.00143811,-0.00150237,-0.00153842,-0.00154714,-0.00147387,-0.0014446300000000001,-0.00141274,-0.00137609,-0.00134605,-0.00133626,-0.00130886,-0.0012430499999999999,-0.00118983,-0.0011328,-0.0010815999999999998,-0.00105413,-0.0010344,-0.0010410200000000001,-0.00102567,-0.0010012399999999998,-0.00098109,-0.00094154,-0.00091542,-0.00088147,-0.00086567,-0.00084339,-0.00084135,-0.00084663,-0.00085694,-0.00086123,-0.0008564,-0.00085121,-0.00085633,-0.0008562600000000001,-0.0008558099999999999
42,-0.00237237,-0.00240727,-0.00235854,-0.00230723,-0.00220821,-0.00208986,-0.00199595,-0.0019035299999999998,-0.00197245,-0.0020111300000000003,-0.0020232,-0.00197726,-0.00186304,-0.00180021,-0.0017041200000000002,-0.00157895,-0.00154693,-0.00160377,-0.00167452,-0.00164756,-0.0015974399999999999,-0.00156178,-0.00149617,-0.00145492,-0.0014358900000000002,-0.00142316,-0.00136385,-0.00130592,-0.0012277,-0.00117184,-0.00114313,-0.0011275999999999999,-0.0011273899999999998,-0.0011051899999999998,-0.00108474,-0.0010811,-0.00104892,-0.0010126299999999998,-0.0009687900000000001,-0.0009529,-0.00094129,-0.00091975,-0.00091478,-0.0009175100000000001,-0.00092893,-0.0009406299999999999,-0.00094299,-0.00095274,-0.00095177,-0.00095279
43,-0.00257721,-0.00261279,-0.00265289,-0.0025935000000000003,-0.00247835,-0.00237868,-0.00228711,-0.00213166,-0.00210122,-0.00212574,-0.0021815899999999997,-0.00216226,-0.00213558,-0.0020548000000000003,-0.00195128,-0.00176907,-0.0016866399999999999,-0.00165414,-0.00175876,-0.0017882899999999999,-0.00178185,-0.00172043,-0.0016562699999999998,-0.00158524,-0.00153502,-0.00152187,-0.0014749000000000001,-0.00142323,-0.00133604,-0.00127248,-0.0012423599999999999,-0.00122647,-0.00122509,-0.00120518,-0.0011794899999999998,-0.00117983,-0.00116343,-0.0011209800000000002,-0.00107196,-0.00105321,-0.00104634,-0.0010256400000000002,-0.00099913,-0.00100239,-0.00100956,-0.00102051,-0.00102962,-0.00104958,-0.00105419,-0.00105604
44,-0.00286062,-0.00287451,-0.0029011700000000002,-0.00290747,-0.00277149,-0.00266433,-0.00257577,-0.002443,-0.0023290000000000003,-0.00227135,-0.00230056,-0.00233488,-0.00235381,-0.0023268399999999997,-0.0022267199999999997,-0.0020501499999999997,-0.0019096999999999999,-0.00182154,-0.0018268100000000001,-0.0018886,-0.00194418,-0.00193158,-0.00185505,-0.00177169,-0.00168856,-0.00164569,-0.00160728,-0.00155927,-0.00148088,-0.00140491,-0.00137153,-0.00134605,-0.00134869,-0.0013168400000000001,-0.00129016,-0.001274,-0.0012664,-0.0012514700000000002,-0.00121031,-0.00119365,-0.00116072,-0.00114255,-0.0011111200000000002,-0.00110344,-0.00109894,-0.0011095999999999999,-0.0011247899999999999,-0.00116168,-0.0011723900000000002,-0.0011747300000000001
45,-0.0032105000000000002,-0.0032154799999999997,-0.00321611,-0.00317528,-0.0031122999999999997,-0.0030056099999999997,-0.00291917,-0.0028220800000000002,-0.0027055,-0.00254523,-0.00244626,-0.00246528,-0.00254313,-0.00254194,-0.00252233,-0.0023606,-0.00221281,-0.0020677599999999997,-0.00199365,-0.0019672,-0.00203593,-0.00210201,-0.00207883,-0.0019813400000000003,-0.00190893,-0.00182829,-0.0017660899999999999,-0.0016983,-0.00163258,-0.00156259,-0.00151913,-0.00147343,-0.00147357,-0.00144604,-0.0014301,-0.00139873,-0.00137447,-0.00135102,-0.00133029,-0.0013112299999999998,-0.0012746200000000002,-0.0012626299999999998,-0.0012458,-0.0012466900000000002,-0.0012138,-0.00120555,-0.00121858,-0.00124383,-0.00127854,-0.00128845
46,-0.00359705,-0.00354978,-0.0035605600000000004,-0.0034950100000000002,-0.00342291,-0.0033920300000000003,-0.00330204,-0.00318542,-0.00308296,-0.00292272,-0.0027433,-0.00265184,-0.0026993,-0.00275266,-0.00276315,-0.00270974,-0.0025510999999999997,-0.00240963,-0.00227218,-0.0021455199999999997,-0.0021121599999999996,-0.0022322799999999997,-0.00226302,-0.00222148,-0.00212795,-0.00204921,-0.00194645,-0.00186633,-0.00178654,-0.00173779,-0.00169645,-0.00164249,-0.00161077,-0.0015745899999999998,-0.0015542,-0.00151553,-0.00147787,-0.00145203,-0.0014463999999999998,-0.00145379,-0.0014081699999999998,-0.0013959999999999999,-0.00138178,-0.0013895,-0.0013585000000000001,-0.00132152,-0.0013314099999999999,-0.0013535600000000002,-0.00139357,-0.00142115
47,-0.00405746,-0.00397084,-0.00393946,-0.0038856700000000004,-0.00377169,-0.0037321200000000002,-0.0037191299999999997,-0.00358456,-0.0034843,-0.00334233,-0.00316936,-0.0029994,-0.00290961,-0.00294746,-0.00300482,-0.00297033,-0.00291682,-0.00277337,-0.00268538,-0.00245457,-0.0023603499999999998,-0.00230183,-0.0024231400000000003,-0.00240959,-0.0023918200000000002,-0.0022856499999999997,-0.00218941,-0.0020667399999999996,-0.00198421,-0.00190268,-0.0018691500000000002,-0.0018217,-0.0017779,-0.00172748,-0.00170291,-0.0016734599999999999,-0.0016394200000000002,-0.00160397,-0.0015782099999999998,-0.00158413,-0.00156616,-0.0015521799999999998,-0.0015424199999999999,-0.0015305599999999998,-0.0014862999999999999,-0.001462,-0.00144154,-0.0014778500000000002,-0.0015182,-0.00153188
48,-0.00443522,-0.0044523900000000005,-0.00443537,-0.00429997,-0.0042290999999999995,-0.00409391,-0.00411939,-0.00400997,-0.00386019,-0.00377273,-0.00361044,-0.00340558,-0.0032267899999999998,-0.00312459,-0.00318581,-0.00322541,-0.0031878,-0.0031326,-0.00298122,-0.00283913,-0.0026958299999999998,-0.00248,-0.00252016,-0.00264373,-0.0026149399999999996,-0.0025394199999999997,-0.00242448,-0.00231088,-0.0021482199999999997,-0.0020690599999999997,-0.0020470799999999997,-0.00200623,-0.00194347,-0.00189069,-0.00186036,-0.00185783,-0.0018222400000000001,-0.0017878899999999999,-0.0017394700000000001,-0.00173264,-0.00172851,-0.00173485,-0.0016971199999999999,-0.00167333,-0.0016370100000000002,-0.0016118200000000001,-0.0016185000000000001,-0.0016043000000000001,-0.00162888,-0.00166026
49,-0.0047795699999999995,-0.00490163,-0.00495322,-0.00477307,-0.00471941,-0.00459268,-0.00449978,-0.0043738200000000005,-0.0042965799999999995,-0.00415196,-0.004035599999999999,-0.0038834399999999997,-0.00361062,-0.00340289,-0.00334358,-0.00346035,-0.00343307,-0.00337487,-0.0032736,-0.0031386599999999997,-0.00312064,-0.00277059,-0.0026898499999999997,-0.00277631,-0.00284178,-0.00273494,-0.00265721,-0.0025247000000000004,-0.00234385,-0.0022737599999999997,-0.00224669,-0.00218086,-0.00213953,-0.0020945499999999997,-0.00204883,-0.00207424,-0.00199511,-0.00197729,-0.0019096900000000001,-0.00189466,-0.00188256,-0.00193487,-0.00185414,-0.00181124,-0.00179752,-0.0017579100000000001,-0.00180549,-0.00180555,-0.0017411000000000002,-0.00179271
50,-0.00528439,-0.00537674,-0.0054740399999999995,-0.00534324,-0.00523867,-0.00510082,-0.00493666,-0.00471805,-0.00470095,-0.00466972,-0.0044212,-0.00431264,-0.00405169,-0.0038357,-0.00363673,-0.0036498,-0.00362149,-0.00360487,-0.0034753500000000003,-0.00347119,-0.00349177,-0.00319975,-0.00299276,-0.00298351,-0.00298489,-0.0030150100000000003,-0.00287671,-0.0027824399999999997,-0.00253801,-0.0025596800000000004,-0.00249664,-0.00240147,-0.00236737,-0.00233175,-0.0022531599999999997,-0.00231248,-0.00220167,-0.00218995,-0.00213037,-0.00213662,-0.00207104,-0.0021359300000000003,-0.0020374,-0.00199608,-0.0019725999999999997,-0.00188823,-0.00200637,-0.00201696,-0.00192686,-0.00194072
51,-0.00583629,-0.00594855,-0.00600164,-0.00581794,-0.0057483000000000005,-0.00564214,-0.0054132699999999995,-0.0051794200000000006,-0.00507596,-0.00512229,-0.0048890900000000004,-0.00472776,-0.004484790000000001,-0.0043708900000000005,-0.0040371899999999995,-0.0039730699999999996,-0.00379905,-0.00383512,-0.0037476099999999997,-0.0037871899999999997,-0.0038318500000000004,-0.0035757500000000004,-0.0034262999999999997,-0.0033106200000000002,-0.0032419799999999998,-0.00318439,-0.00317641,-0.0030441699999999997,-0.00279502,-0.00286422,-0.00276465,-0.00262958,-0.0025916199999999998,-0.0025678999999999997,-0.00253453,-0.00255211,-0.0024127299999999996,-0.00238566,-0.00233308,-0.0023826399999999997,-0.00225426,-0.0023411,-0.00219817,-0.00219938,-0.0021659799999999996,-0.00208026,-0.00223908,-0.00224458,-0.0021246100000000003,-0.0020941700000000002
52,-0.006225329999999999,-0.00655438,-0.00658816,-0.0062901400000000005,-0.0062134799999999995,-0.0061882000000000005,-0.00599347,-0.00565594,-0.00553758,-0.005727540000000001,-0.00538435,-0.005208300000000001,-0.0049668,-0.0049445800000000005,-0.00455381,-0.004391689999999999,-0.00415466,-0.004063290000000001,-0.0040881699999999995,-0.00412673,-0.0040939800000000005,-0.00397462,-0.0038222200000000003,-0.00377064,-0.00357741,-0.00344605,-0.00338478,-0.0033785300000000002,-0.00310606,-0.0032035999999999996,-0.0030395500000000002,-0.0029291200000000003,-0.0028593299999999998,-0.00281801,-0.0027666,-0.0028171900000000002,-0.0026814900000000003,-0.00263746,-0.00257887,-0.0025917500000000003,-0.00250409,-0.00254192,-0.002451,-0.00236827,-0.0023824000000000002,-0.00229249,-0.00249598,-0.00251083,-0.00233585,-0.0022693500000000003
53,-0.00656026,-0.006925880000000001,-0.00716308,-0.00683662,-0.00671868,-0.00678604,-0.00667709,-0.00632306,-0.00606233,-0.00636172,-0.00595651,-0.00580056,-0.00562582,-0.0055044199999999995,-0.00513985,-0.004931619999999999,-0.00465818,-0.00451283,-0.00452507,-0.00452419,-0.00445901,-0.0042986199999999995,-0.00433171,-0.0041978499999999995,-0.00405802,-0.0038521299999999996,-0.00366109,-0.00361993,-0.00357124,-0.00353685,-0.00339121,-0.0032412,-0.0032046899999999996,-0.00307602,-0.0030505,-0.00305365,-0.00297306,-0.00293782,-0.0028136000000000003,-0.00283526,-0.00276953,-0.00280124,-0.00266759,-0.00260239,-0.0026028600000000002,-0.00249481,-0.0027597800000000003,-0.00274449,-0.00257426,-0.00249573
54,-0.00701249,-0.00721339,-0.00765015,-0.00750625,-0.007430310000000001,-0.00735204,-0.00736268,-0.00703068,-0.00675422,-0.00701677,-0.0066121,-0.00637751,-0.00630847,-0.00613941,-0.00574469,-0.005516790000000001,-0.00525268,-0.00507508,-0.0049651899999999995,-0.004852400000000001,-0.00485691,-0.0047415,-0.00471775,-0.00475241,-0.0044988400000000005,-0.00436997,-0.0040849200000000006,-0.0038843700000000003,-0.0038618199999999997,-0.00394442,-0.00367044,-0.00360449,-0.00351754,-0.00336792,-0.00334415,-0.00333089,-0.00330286,-0.003251,-0.00313255,-0.00307484,-0.00303912,-0.00304515,-0.00293885,-0.00284613,-0.00284811,-0.00275937,-0.00306065,-0.00301727,-0.00285977,-0.0027835399999999997
55,-0.00774357,-0.00784697,-0.00802098,-0.00807692,-0.00823524,-0.008086610000000001,-0.00801681,-0.00774303,-0.0076172,-0.007701939999999999,-0.0072870999999999995,-0.00717064,-0.0069863699999999996,-0.00674813,-0.00652319,-0.00614529,-0.005917029999999999,-0.00574457,-0.00552043,-0.00532435,-0.00520674,-0.00518652,-0.00504992,-0.00513631,-0.00510585,-0.004805080000000001,-0.00460673,-0.004288630000000001,-0.0042304000000000005,-0.0042015,-0.00408871,-0.00392519,-0.0038879,-0.00372144,-0.0037494800000000003,-0.00368757,-0.00358632,-0.0035345399999999996,-0.0034618799999999996,-0.00339633,-0.0033061799999999997,-0.00341599,-0.00324423,-0.00316628,-0.00310504,-0.00304572,-0.00332679,-0.00331236,-0.00315335,-0.00305204
56,-0.00917609,-0.00879861,-0.008649470000000001,-0.0085342,-0.00877589,-0.00886735,-0.008877359999999999,-0.008433350000000001,-0.008495929999999999,-0.00844572,-0.0080455,-0.007923930000000001,-0.00776228,-0.00742347,-0.00722023,-0.006871540000000001,-0.006636759999999999,-0.00640416,-0.00612969,-0.00595152,-0.00571875,-0.00566792,-0.005493420000000001,-0.00550912,-0.0055312,-0.00543699,-0.00511611,-0.00477699,-0.0046700100000000005,-0.0045834000000000005,-0.004352699999999999,-0.00441131,-0.00428644,-0.00415549,-0.00415143,-0.00405656,-0.0039050400000000002,-0.00387318,-0.00378184,-0.00382244,-0.0036452399999999997,-0.00372864,-0.00363678,-0.00350145,-0.00344309,-0.00331917,-0.00363921,-0.0035668,-0.00344311,-0.00338488
57,-0.01049363,-0.01042747,-0.009587809999999999,-0.009173230000000001,-0.009175599999999999,-0.00940818,-0.00976608,-0.009299400000000001,-0.00925262,-0.0092329,-0.00885876,-0.00876952,-0.008484529999999999,-0.00824141,-0.00788973,-0.00759479,-0.00745016,-0.00712842,-0.0067931,-0.00659654,-0.00636263,-0.00618546,-0.00599914,-0.00593374,-0.00597856,-0.005883810000000001,-0.00577906,-0.0053322000000000005,-0.00522991,-0.005075280000000001,-0.00474105,-0.0047225,-0.00477325,-0.00451947,-0.0046200799999999995,-0.004453820000000001,-0.00426745,-0.0042336,-0.00413964,-0.00415588,-0.00400849,-0.004083949999999999,-0.0039898,-0.00385567,-0.0037843200000000003,-0.0036991800000000003,-0.00397017,-0.00395936,-0.00377719,-0.00371094
58,-0.011546530000000001,-0.01198807,-0.01133647,-0.01011011,-0.00972556,-0.00983072,-0.01043018,-0.01013786,-0.010124290000000001,-0.01008792,-0.00971701,-0.009658110000000001,-0.00927533,-0.00904585,-0.00871425,-0.00825013,-0.00823729,-0.00795141,-0.00758228,-0.00732425,-0.007099370000000001,-0.00677813,-0.00665203,-0.00639648,-0.00644578,-0.0063441,-0.00617741,-0.00605403,-0.005718320000000001,-0.0056812500000000005,-0.00526405,-0.00515503,-0.00508915,-0.00510361,-0.00502546,-0.00494404,-0.00470936,-0.0047357,-0.00454303,-0.0044807,-0.00441107,-0.0045239500000000005,-0.00440221,-0.00423977,-0.0042450000000000005,-0.004098760000000001,-0.00442607,-0.00437108,-0.00415028,-0.00399283
59,-0.01239321,-0.01300838,-0.01299645,-0.01197954,-0.01085138,-0.01066159,-0.010923,-0.01085592,-0.01112204,-0.0110542,-0.010569760000000001,-0.01068028,-0.01026287,-0.009984980000000001,-0.009592169999999999,-0.009149039999999999,-0.00904456,-0.00873863,-0.00854536,-0.00810945,-0.00787193,-0.00757384,-0.00746552,-0.007064689999999999,-0.006997499999999999,-0.006943329999999999,-0.00660532,-0.0065887,-0.00643746,-0.00629313,-0.0059410999999999995,-0.005706190000000001,-0.00554171,-0.00548672,-0.00559897,-0.00540241,-0.00522478,-0.0051997400000000004,-0.00500352,-0.00486468,-0.0048419100000000005,-0.00499455,-0.00476285,-0.00470457,-0.004672539999999999,-0.00443489,-0.004938939999999999,-0.00482593,-0.004543790000000001,-0.0043729699999999995
60,-0.012948270000000001,-0.01384562,-0.014235939999999999,-0.01381087,-0.01288143,-0.01201842,-0.011784610000000001,-0.01141246,-0.011911350000000001,-0.01227493,-0.01167993,-0.01151831,-0.01134727,-0.01105018,-0.01065832,-0.01008279,-0.009958709999999999,-0.00956912,-0.009408860000000002,-0.009006769999999999,-0.008717460000000002,-0.00851999,-0.008426729999999999,-0.00790411,-0.00769678,-0.0075064599999999995,-0.00722117,-0.0070997199999999995,-0.0069524,-0.00716219,-0.006565959999999999,-0.00647209,-0.00608131,-0.00589963,-0.00591271,-0.00597738,-0.00573815,-0.00578153,-0.00556354,-0.00540751,-0.0053062,-0.00542641,-0.005163630000000001,-0.00519229,-0.00510935,-0.00491339,-0.00549042,-0.00538045,-0.00503277,-0.00479276
61,-0.01384564,-0.01446534,-0.01525365,-0.01515395,-0.01494759,-0.01417472,-0.013229570000000001,-0.01238146,-0.012503819999999999,-0.01321446,-0.012819520000000001,-0.012673819999999999,-0.012318059999999999,-0.01219476,-0.01190087,-0.011140259999999999,-0.0108889,-0.010638070000000001,-0.010256,-0.009958489999999999,-0.00969269,-0.00938484,-0.00922581,-0.008914730000000001,-0.00860171,-0.00814651,-0.00779145,-0.0077161600000000006,-0.00749301,-0.00774661,-0.0074968000000000005,-0.00705288,-0.00676647,-0.00653824,-0.00640338,-0.006419469999999999,-0.00638988,-0.00628838,-0.00624408,-0.006018239999999999,-0.005913750000000001,-0.00600859,-0.0056291200000000005,-0.0056983699999999995,-0.00562179,-0.00539756,-0.00601972,-0.00598401,-0.00555014,-0.0052580299999999995
62,-0.01501504,-0.015614010000000001,-0.015828929999999998,-0.01614255,-0.01626474,-0.016203600000000002,-0.01565498,-0.01383583,-0.01351377,-0.013869590000000001,-0.013775029999999999,-0.01392286,-0.013493690000000001,-0.013265599999999999,-0.01304011,-0.0124511,-0.01201878,-0.01167365,-0.01126603,-0.01099393,-0.01075544,-0.01043887,-0.01004992,-0.00990518,-0.00964445,-0.00904517,-0.00864557,-0.00824136,-0.0081741,-0.00836572,-0.00808289,-0.00788047,-0.00741088,-0.007268729999999999,-0.00705347,-0.0070661,-0.00678489,-0.0069419899999999994,-0.006809040000000001,-0.00676371,-0.00652093,-0.00667671,-0.0061476199999999995,-0.00623752,-0.0061468600000000005,-0.005988940000000001,-0.00673052,-0.006582709999999999,-0.0060808799999999994,-0.005805380000000001
63,-0.01657024,-0.0170646,-0.01694358,-0.016714800000000002,-0.017358440000000003,-0.01747022,-0.01794472,-0.01620413,-0.014903079999999999,-0.01497627,-0.01444957,-0.01487619,-0.01491433,-0.01454314,-0.01408282,-0.013787319999999999,-0.013203699999999999,-0.01291912,-0.01233814,-0.01215093,-0.01182602,-0.01144957,-0.01118676,-0.01094859,-0.010775930000000001,-0.0101031,-0.00966267,-0.00904609,-0.00882312,-0.00905955,-0.00872777,-0.00854423,-0.0083739,-0.007958090000000001,-0.00786859,-0.00784242,-0.00730441,-0.00730623,-0.0075707100000000005,-0.00734672,-0.007224370000000001,-0.00729064,-0.00681643,-0.00681439,-0.00669709,-0.00651206,-0.00745542,-0.00728812,-0.00673491,-0.00643261
64,-0.0181698,-0.018877289999999998,-0.018583970000000002,-0.017864719999999997,-0.017795839999999997,-0.01851731,-0.01953831,-0.018471599999999998,-0.01745806,-0.01662254,-0.015562379999999999,-0.01559203,-0.01593517,-0.015843120000000002,-0.01541967,-0.01492232,-0.014610680000000001,-0.01428247,-0.0136174,-0.01338169,-0.01315348,-0.01257633,-0.012405089999999999,-0.01209277,-0.011847129999999999,-0.01123574,-0.010668509999999999,-0.010021219999999999,-0.00975807,-0.009679819999999999,-0.00938006,-0.00924308,-0.0091313,-0.0090545,-0.008649839999999999,-0.008733119999999999,-0.00811152,-0.0079718,-0.0079619,-0.0081677,-0.007892979999999999,-0.00812409,-0.00754892,-0.00753546,-0.00736542,-0.00715075,-0.00817821,-0.00800002,-0.00750997,-0.00707322
65,-0.02026164,-0.02069238,-0.02059942,-0.01957787,-0.01905643,-0.01935865,-0.02071193,-0.02009634,-0.02002943,-0.019483550000000002,-0.01719412,-0.01698622,-0.016769140000000002,-0.016957999999999997,-0.016921099999999998,-0.01635995,-0.01599581,-0.01560603,-0.01520145,-0.01486041,-0.014450300000000001,-0.014073460000000001,-0.01369133,-0.013239649999999999,-0.01322213,-0.012502689999999999,-0.011807719999999999,-0.01125079,-0.01091678,-0.01059612,-0.01006344,-0.01010865,-0.00993192,-0.009910500000000001,-0.00985568,-0.009511150000000001,-0.009115999999999999,-0.00877162,-0.00863382,-0.00861661,-0.00879641,-0.008868220000000001,-0.00848152,-0.00831695,-0.00817299,-0.00776179,-0.00902553,-0.00876816,-0.0083544,-0.00788159
66,-0.02207317,-0.02287529,-0.02249172,-0.021689450000000002,-0.0209224,-0.02103172,-0.02151098,-0.02148417,-0.02183026,-0.02238797,-0.02028849,-0.01896205,-0.01832185,-0.01776886,-0.018086849999999998,-0.01790686,-0.017674060000000002,-0.0168783,-0.01675952,-0.01640308,-0.0159213,-0.015620050000000002,-0.015301180000000001,-0.0145162,-0.01456865,-0.013916959999999999,-0.01310843,-0.01253084,-0.01223374,-0.01178328,-0.011077400000000001,-0.010837870000000001,-0.01081715,-0.01072429,-0.01068898,-0.01064184,-0.01000423,-0.009896100000000001,-0.009530519999999999,-0.00936284,-0.00926124,-0.00980692,-0.00939539,-0.00924503,-0.00894594,-0.00864086,-0.009831340000000001,-0.00962622,-0.0091044,-0.00873015
